

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2019-10-01T11:06:32PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA	DEC	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Separation	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
68	SDSS J001051.11-000411.4	  2.71296 	  -0.06984 	G	 68652	 0.229000 	PHOT	22.2g	  0.000	4	0	15	3	2	4	0
69	SDSS J001053.37+322604.5	  2.72241 	  32.43461 	G	 47432	 0.158216 	    	     	  0.000	1	0	0	1	1	0	0
70	SDSS J001054.62+322922.9	  2.72761 	  32.48971 	G	 48605	 0.162129 	    	     	  0.000	1	0	0	1	1	0	0
71	SDSS J001056.46-003801.6	  2.73526 	  -0.63379 	G	 43810	 0.146134 	SPEC	20.4g	  0.000	1	0	15	2	1	4	0
72	SDSS J001056.75+001457.6	  2.73649 	   0.24935 	G	 73292	 0.244475 	SPEC	20.2g	  0.000	1	0	15	2	1	4	0
73	SDSS J001112.87+322212.7	  2.80364 	  32.37021 	G	 71709	 0.239195 	    	     	  0.000	1	0	0	1	1	0	0
74	SDSS J001113.79+144011.2	  2.80750 	  14.66978 	G	 39486	 0.131711 	    	17.7g	  0.000	10	0	20	2	3	4	0
75	SDSS J001120.26+322022.4	  2.83442 	  32.33957 	G	 40977	 0.136685 	    	     	  0.000	1	0	0	1	1	0	0
76	SDSS J001125.31+321122.8	  2.85548 	  32.18967 	G	 52353	 0.174631 	    	     	  0.000	1	0	0	1	1	0	0
77	SDSS J001127.33+320323.4	  2.86390 	  32.05652 	G	 57055	 0.190315 	    	     	  0.000	1	0	0	1	1	0	0
78	SDSS J001127.43+323830.5	  2.86432 	  32.64181 	G	 59529	 0.198567 	    	     	  0.000	1	0	0	1	1	0	0
79	SDSS J001130.84+324205.3	  2.87853 	  32.70150 	G	 67502	 0.225162 	    	     	  0.000	1	0	0	1	1	0	0
80	SDSS J001131.03+323440.1	  2.87930 	  32.57782 	G	 42304	 0.141111 	    	     	  0.000	1	0	0	1	1	0	0
81	SDSS J001131.79+323044.1	  2.88247 	  32.51226 	G	 38278	 0.127682 	    	     	  0.000	1	0	0	1	1	0	0
82	SDSS J001136.03+010340.4	  2.90015 	   1.06124 	G	 60220	 0.200873 	SPEC	19.3g	  0.000	2	0	15	2	1	4	0
83	SDSS J001136.57-002402.9	  2.90240 	  -0.40082 	G	 43971	 0.146672 	SPEC	17.4g	  0.000	1	0	15	2	1	4	0
84	SDSS J001137.90+141424.3	  2.90795 	  14.24009 	G	 41059	 0.136958 	    	18.6g	  0.000	6	0	35	3	3	8	0
