

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2019-10-01T10:19:11PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA	DEC	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Separation	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
96	SDSS J020459.97-004619.9	 31.24990 	  -0.77222 	G	294594	 0.982659 	SPEC	22.1g	  0.000	0	0	15	2	1	4	0
97	SDSS J020503.38-005551.3	 31.26410 	  -0.93092 	G	291261	 0.971542 	SPEC	21.2g	  0.000	0	0	15	2	1	4	0
98	SDSS J020833.14-084939.5	 32.13811 	  -8.82765 	G	227308	 0.758219 	SPEC	22.4g	  0.000	0	0	15	2	1	4	0
99	SDSS J020942.61-034647.7	 32.42717 	  -3.78017 	G	239834	 0.800000 	    	     	  0.000	9	0	0	1	1	0	0
100	SDSS J021032.40-082527.9	 32.63503 	  -8.42442 	G	233485	 0.778822 	SPEC	22.6g	  0.000	0	0	15	2	1	4	0
101	SDSS J021339.55-002736.3	 33.41482 	  -0.46011 	G	227333	 0.758300 	 ?  	22.3g	  0.000	3	0	15	1	1	4	0
102	SDSS J021602.80+002740.5	 34.01168 	   0.46127 	G	225204	 0.751200 	    	20.2g	  0.000	3	0	15	1	1	4	0
103	SDSS J021714.80-003225.9	 34.31170 	  -0.54053 	G	231650	 0.772700 	:   	23.0g	  0.000	3	0	15	1	1	4	0
104	SDSS J022022.87+011029.2	 35.09531 	   1.17479 	G	262000	 0.873938 	SPEC	21.9g	  0.000	1	0	15	3	2	4	0
105	SDSS J022023.37+000310.5	 35.09741 	   0.05294 	G	238395	 0.795200 	    	21.4g	  0.000	3	0	15	1	1	4	0
106	SDSS J022052.55-010658.0	 35.21899 	  -1.11613 	G	226491	 0.755494 	SPEC	21.8g	  0.000	0	0	15	2	1	4	0
107	SDSS J022117.58-003626.1	 35.32326 	  -0.60727 	G	237735	 0.793000 	:   	23.2g	  0.000	3	0	15	1	1	4	0
108	SDSS J022200.11+004030.7	 35.50048 	   0.67522 	G	228742	 0.763000 	PHOT	22.6g	  0.000	1	0	15	1	1	3	0
109	SDSS J022201.02+010223.9	 35.50428 	   1.03998 	G	262019	 0.874000 	PHOT	22.8g	  0.000	1	0	15	1	1	3	0
110	SDSS J022201.02-001843.5	 35.50428 	  -0.31210 	G	278507	 0.929000 	PHOT	23.0g	  0.000	1	0	15	1	1	4	0
111	SDSS J022202.04+005904.3	 35.50853 	   0.98453 	G	274910	 0.917000 	PHOT	24.3g	  0.000	1	0	15	1	1	4	0
112	SDSS J022202.24-002045.9	 35.50937 	  -0.34609 	G	233838	 0.780000 	PHOT	22.4g	  0.000	1	0	15	1	1	4	0
113	SDSS J022202.26+004100.0	 35.50942 	   0.68336 	G	236236	 0.788000 	PHOT	22.8g	  0.000	1	0	15	1	1	4	0
114	SDSS J022202.50+004540.3	 35.51044 	   0.76120 	G	253325	 0.845000 	PHOT	21.2g	  0.000	1	0	15	1	1	4	0
115	SDSS J022202.97-001949.8	 35.51239 	  -0.33051 	G	231740	 0.773000 	PHOT	22.9g	  0.000	1	0	15	1	1	4	0
116	SDSS J022203.33+004756.1	 35.51389 	   0.79893 	G	265616	 0.886000 	PHOT	23.0g	  0.000	1	0	15	1	1	3	0
117	SDSS J022203.45+004511.4	 35.51438 	   0.75317 	G	233538	 0.779000 	PHOT	23.1g	  0.000	1	0	15	1	1	3	0
118	SDSS J022204.20-001319.7	 35.51754 	  -0.22215 	G	249727	 0.833000 	PHOT	23.3g	  0.000	1	0	15	1	1	4	0
119	SDSS J022204.52+010846.5	 35.51885 	   1.14626 	G	266216	 0.888000 	PHOT	21.7g	  0.000	1	0	15	1	1	3	0
120	SDSS J022204.76-000607.1	 35.51987 	  -0.10197 	G	262618	 0.876000 	PHOT	22.6g	  0.000	1	0	15	1	1	4	0
121	SDSS J022205.35-002103.0	 35.52231 	  -0.35085 	G	276409	 0.922000 	PHOT	20.9g	  0.000	1	0	15	1	1	3	0
122	SDSS J022205.69+003857.2	 35.52372 	   0.64923 	G	237735	 0.793000 	PHOT	24.5g	  0.000	1	0	15	1	1	3	0
123	SDSS J022205.80+000607.0	 35.52418 	   0.10196 	G	253325	 0.845000 	PHOT	22.8g	  0.000	1	0	15	1	1	4	0
124	SDSS J022206.00+011020.6	 35.52503 	   1.17240 	G	255423	 0.852000 	PHOT	23.8g	  0.000	1	0	15	1	1	4	0
125	SDSS J022206.04+004838.0	 35.52520 	   0.81056 	G	226643	 0.756000 	PHOT	22.4g	  0.000	1	0	15	1	1	4	0
126	SDSS J022206.09+004035.5	 35.52541 	   0.67654 	G	287501	 0.959000 	PHOT	22.7g	  0.000	1	0	15	1	1	4	0
127	SDSS J022206.62+004250.3	 35.52760 	   0.71399 	G	232339	 0.775000 	PHOT	23.7g	  0.000	1	0	15	1	1	4	0
128	SDSS J022206.71-002157.1	 35.52799 	  -0.36587 	G	299493	 0.999000 	PHOT	22.2g	  0.000	1	0	15	1	1	3	0
129	SDSS J022206.83+000246.0	 35.52846 	   0.04613 	G	228142	 0.761000 	PHOT	21.9g	  0.000	1	0	15	1	1	4	0
