

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2019-10-13T19:35:44PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
91|SDSS J000938.93+140724.7|  2.41224 |  14.12356 |G|2087309| 6.962512 |SPEC|22.7g|  0.000|0|0|15|2|1|4|1
92|SDSS J000940.29+142059.6|  2.41791 |  14.34991 |G|692335| 2.309380 |SPEC|22.0g|  0.000|0|0|15|2|1|3|0
93|WISEA J000950.02-014444.2|  2.45859 |  -1.74579 |G|480108| 1.601469 |SPEC|20.18|  0.000|3|0|17|5|1|0|0
94|WISEA J000958.10-082859.4|  2.49180 |  -8.48311 |G|814409| 2.716575 |SPEC|20.09|  0.000|0|0|19|5|1|0|0
95|SDSS J001011.50+004337.9|  2.54793 |   0.72720 |G|350757| 1.170000 |PHOT|21.1g|  0.000|1|0|25|3|1|4|0
96|SDSS J001012.15+001125.4|  2.55063 |   0.19042 |G|350757| 1.170000 |PHOT|20.9g|  0.000|7|0|17|4|3|4|1
97|LBQS 0007-0004|  2.56871 |   0.20769 |QSO|682791| 2.277546 |    |18.3i|  0.000|64|1|23|14|16|4|0
98|WISEA J001025.03-002508.0|  2.60444 |  -0.41901 |G|1962601| 6.546531 |SPEC|20.6g|  0.000|0|0|31|4|1|4|0
99|WISEA J001033.51+105230.5|  2.63988 |  10.87575 |G|875094| 2.919000 |    |20.3 |  0.000|7|0|16|4|1|0|0
100|WISEA J001040.43+004012.1|  2.66851 |   0.67006 |G|1886013| 6.291061 |SPEC|22.4g|  0.000|3|0|27|3|1|4|1
101|WISEA J001042.79-064707.4|  2.67826 |  -6.78554 |G|914772| 3.051352 |SPEC|19.34|  0.000|0|0|17|5|1|0|0
102|UM 210|  2.71231 |  -0.52590 |QSO|616177| 2.055344 |    |19.6g|  0.000|44|0|44|10|19|8|0
103|SDSS J001054.02-084709.4|  2.72510 |  -8.78596 |G|697187| 2.325564 |SPEC|20.6g|  0.000|1|0|15|3|2|4|0
104|WISEA J001054.40-085438.5|  2.72670 |  -8.91075 |QSO|522859| 1.744070 |    |18.0g|  0.000|32|0|45|9|17|8|0
105|WISEA J001118.77+004844.2|  2.82846 |   0.81238 |G|532132| 1.775000 |PHOT|20.02|  0.000|7|0|26|6|3|4|0
