"OBJID","RA","DEC","NVOTE","P_EL","P_CW","P_ACW","P_EDGE","P_DK","P_MG","P_CS","P_EL_DEBIASED","P_CS_DEBIASED","SPIRAL","ELLIPTICAL","UNCERTAIN","RA_deg","DEC_deg","ra","dec","u","g","r","i","z","run","rerun","camcol","field","petroRad_r"
"587739631170027680","15:05:52.59","+26:02:47.0","35","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1","0","0","226.469125","26.046388888888888","226.46913378","26.04638611","18.155897","16.607744","15.907727","15.529091000000001","15.335792000000001","4628","40","5","79","10.778887"
"587735743683887203","15:05:53.29","+39:31:19.9","38","0.0","0.9209999999999999","0.079","0.0","0.0","0.0","1.0","0.0","1.0","1","0","0","226.47204166666668","39.522194444444445","226.47201309","39.52218751","15.855611999999999","14.040053","13.267692000000002","12.86488","12.563399","3723","40","4","20","23.052942"
"587739827669631195","15:05:54.27","+20:59:48.1","33","0.03","0.03","0.9390000000000001","0.0","0.0","0.0","0.97","0.01","0.99","1","0","0","226.476125","20.996694444444444","226.47610236","20.99668215","19.006039","17.630062","16.990866","16.649982","16.425652","4674","40","3","153","9.351171"
"587736941986250829","15:05:55.77","+32:26:58.6","58","0.0","0.034","0.966","0.0","0.0","0.0","1.0","0.0","1.0","1","0","0","226.48237499999996","32.44961111111111","226.48236113","32.44962039999999","18.952925","17.706915","17.250473","16.932517999999998","16.811172","4002","40","4","119","10.165627"
"587736478668751019","15:05:55.82","+09:57:22.9","57","0.035","0.018000000000000002","0.93","0.018000000000000002","0.0","0.0","0.965","0.01","0.99","1","0","0","226.4825833333333","9.95636111111111","226.48259132","9.95636487","18.488037","17.294128","16.696552","16.341768","16.123720000000002","3894","40","5","151","5.115585"
"587729158980304916","15:05:56.55","+03:42:26.3","56","0.0","0.982","0.018000000000000002","0.0","0.0","0.0","1.0","0.0","1.0","1","0","0","226.485625","3.7073055555555556","226.48563881","3.70730912","15.549728","14.633145","13.968575","13.606656","13.319408","2190","40","3","297","17.83181"
"588017114521403621","15:05:58.19","+38:29:23.5","29","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","1","0","0","226.49245833333336","38.48986111111111","226.49246546","38.48986403","17.630657","16.033995","15.303377","14.909204","14.620087","3699","41","2","230","13.21911"
"587736478668750878","15:06:02.53","+09:55:48.1","56","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1","0","0","226.51054166666665","9.930027777777777","226.51055066","9.93002989","17.734438","15.937557","15.103045000000002","14.698194","14.395425","3894","40","5","151","9.840532000000001"
"587735743683887355","15:06:03.99","+39:31:02.3","31","0.032","0.0","0.516","0.452","0.0","0.0","0.968","0.005","0.995","1","0","0","226.51662499999998","39.51730555555555","226.51663105","39.51730588","19.581329","18.145889","17.452703","17.030062","16.756923999999998","3723","40","4","20","5.2099470000000005"
"587736545774862534","15:06:05.38","+05:08:15.7","31","0.032","0.032","0.742","0.19399999999999998","0.0","0.0","0.968","0.008","0.992","1","0","0","226.52241666666666","5.137694444444445","226.52241699","5.13769667","19.121883","17.812841","17.244246","16.9034","16.784685","3910","40","2","109","7.763681"
"587739721913991328","15:06:05.41","+24:23:27.6","56","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1","0","0","226.5225416666667","24.391","226.52253512","24.39099505","16.883198","15.250942000000002","14.449526","14.006166","13.722002","4649","40","6","274","16.474926"
"587736916755153151","15:06:05.60","+12:08:36.3","28","0.071","0.0","0.036000000000000004","0.893","0.0","0.0","0.929","0.013999999999999999","0.986","1","0","0","226.5233333333333","12.143416666666667","226.52334611","12.14340628","20.256076999999998","18.295265","17.298395000000003","16.766185999999998","16.319942","3996","40","5","147","7.64733"
