Object Name,RA,DEC,Velocity,Redshift,Magnitude and Filter
SDSS J084050.79+552145.5,130.21166000000002,55.36265,760894,2.538068,21.3g
WISEA J084053.49+433526.0,130.22298999999998,43.590559999999996,549919,1.8343330000000002,22.3g
SDSS J084054.44+384841.8,130.22685,38.81163,646077,2.155081,21.9g
WISEA J084058.12+480138.1,130.24202,48.0272,415811,1.386995,24.9g
SDSS J084101.75+512742.3,130.25735,51.46171,376713,1.256578,23.1g
SDSS J084105.52+552802.8,130.27302,55.467530000000004,933981,3.115424,21.1g
WISEA J084106.86+602513.2,130.27879,60.42041,408590,1.362909,21.8g
WISEA J084108.46+472154.3,130.28521999999998,47.36505,1980988,6.607864999999999,21.8g
SDSS J084109.51+601456.1,130.28974,60.24888000000001,705978,2.3548880000000003,21.3g
WISEA J084109.82+204400.6,130.29097,20.7334,1913261,6.38195,21.9g
WISEA J084110.50+431602.1,130.29318999999998,43.26705,697226,2.325694,21.0g
WISEA J084110.47+434659.9,130.29367,43.7833,444033,1.481135,23.0g
WISEA J084111.06+143810.3,130.29621,14.63628,343296,1.145111,22.0g
SDSS J084113.97+541837.3,130.30823999999998,54.31038,460660,1.536597,21.6g
SDSS J084115.33+112303.4,130.31391000000002,11.38429,663538,2.213323,21.3g
SDSS J084116.62+112046.0,130.31926,11.346169999999999,761152,2.538929,21.3g
SDSS J084116.66+552038.1,130.31947,55.34385,2101739,7.0106470000000005,21.3g
WISEA J084119.22+540212.0,130.3301,54.036730000000006,337519,1.125841,21.6g
WISEA J084120.97+484144.2,130.33706999999998,48.69554,423856,1.41383,22.1g
WISEA J084121.24+540351.0,130.33866,54.06411,345827,1.153556,21.4g
SDSS J084124.53+301916.2,130.35223,30.32119,844778,2.817876,21.8g
WISEA J084126.66+280541.0,130.36111,28.09475,393102,1.311248,22.8g
SDSS J084128.19+464744.5,130.36746000000002,46.7957,465535,1.552857,21.8g
WISEA J084130.93+512936.8,130.37891000000002,51.49353,309301,1.031717,24.0g
WISEA J084131.37+503054.2,130.38053,50.51515,1017746,3.394835,23.9g
SDSS J084131.38+065123.3,130.38076,6.8565,719924,2.401408,21.9g
SDSS J084132.09+022408.6,130.38373,2.40243,439937,1.467471,23.3g
WISEA J084132.92+572144.9,130.38734,57.36254,358269,1.195058,21.6g
WISEA J084133.07+254450.0,130.38772,25.747239999999998,1764762,5.886613,23.5g
WISEA J084133.87+535950.6,130.39136000000002,53.99739,511501,1.7061849999999998,21.1g
WISEA J084135.27+500812.4,130.39695,50.13664,428132,1.4280959999999998,20.9g
SDSS J084135.53+532716.2,130.39807,53.45454,313067,1.0442790000000002,21.8g
SDSS J084138.51+173613.0,130.41047,17.60364,664602,2.216873,21.9g
WISEA J084138.74+130130.7,130.41146,13.02519,313671,1.046295,21.4g
SDSS J084141.17+405224.7,130.42112,40.87339,684231,2.282349,22.0g
WISEA J084143.44+521715.7,130.43092,52.28782,370579,1.236118,21.4g
SDSS J084144.56+063031.3,130.4357,6.50871,1064476,3.550708,21.8g
WISEA J084145.01+105439.3,130.43743,10.91105,1665700,5.556176,21.8g
WISEA J084146.90+525347.7,130.44557,52.896469999999994,453999,1.514376,21.1g
SDSS J084147.28+075143.9,130.44702,7.86225,436703,1.456683,23.1g
WISEA J084148.21+554348.0,130.45087,55.73007,413817,1.380344,21.1g
SDSS J084150.30+504425.5,130.45961,50.74049,396132,1.3213549999999998,23.1g
WISEA J084151.01+465556.3,130.46254,46.93229,306558,1.022566,23.0g
WISEA J084150.94+501448.4,130.46262,50.24675,447987,1.494322,22.1g
WISEA J084153.60+441500.3,130.47331,44.250029999999995,1610931,5.373486,22.8g
WISEA J084156.70+252036.3,130.48609,25.34327,341378,1.138714,21.7g
WISEA J084156.73+581546.6,130.48661,58.26299,567924,1.894391,22.8g
WISEA J084158.39+432404.1,130.49331,43.40125,380467,1.269101,21.5g
WISEA J084159.66+493836.8,130.49902,49.64362,313436,1.045511,22.2g
SDSS J084159.76+080714.8,130.49903999999998,8.12081,396557,1.322771,21.7g
SDSS J084201.83+393532.4,130.50765,39.59236,692855,2.311115,21.8g
WISEA J084208.54+453946.2,130.5356,45.66284,332140,1.107901,21.7g
WISEA J084208.79+522304.2,130.53635,52.38469,368816,1.2302389999999999,22.0g
WISEA J084209.40+543415.7,130.53933,54.571380000000005,2080404,6.939481,23.4g
WISEA J084215.30+420551.1,130.56374,42.09754,864048,2.882154,22.3g
WISEA J084217.93+504730.3,130.57486,50.79193,563471,1.8795369999999998,21.3g
SDSS J084218.50+000955.2,130.5771,0.16537000000000002,532132,1.775,20.0r
SDSS J084220.01+095900.3,130.5834,9.98344,672165,2.2421,21.9g
SDSS J084222.46+554337.3,130.59365,55.727,814094,2.7155259999999997,22.1g
WISEA J084223.64+260229.5,130.59859,26.041420000000002,1942820,6.480549,22.6g
SDSS J084223.98+144204.5,130.59996,14.70129,645949,2.154652,21.9g
WISEA J084226.01+504450.2,130.60841000000002,50.74734,328364,1.0953030000000001,21.8g
SDSS J084226.94+092718.5,130.61225,9.455160000000001,839973,2.8018490000000003,22.1g
WISEA J084227.32+510904.1,130.61391,51.15126,325333,1.085193,20.9g
WISEA J084228.49+410322.8,130.61871000000002,41.056329999999996,397420,1.32565,22.3g
WISEA J084229.15+500644.5,130.62148,50.11233,405277,1.351859,22.2g
SDSS J084229.83+573559.0,130.62433000000001,57.59973000000001,563495,1.8796169999999999,21.7g
WISEA J084230.32+454253.0,130.6264,45.71456,2101919,7.011245,23.0g
WISEA J084231.96+604423.9,130.63315,60.73996999999999,421610,1.40634,23.5g
SDSS J084232.35+091008.9,130.63488,9.169130000000001,655041,2.1849819999999998,22.0g
WISEA J084233.27+535608.2,130.6387,53.935559999999995,450875,1.503957,21.9g
SDSS J084233.55+211511.1,130.63985,21.25313,690751,2.304096,21.8g
WISEA J084234.54+494333.7,130.64375,49.72579,1564949,5.2201059999999995,21.6g
WISEA J084235.21+014625.9,130.64676,1.7739,322277,1.075,18.5r
WISEA J084236.69+361118.8,130.65288999999999,36.188390000000005,578063,1.928209,22.6g
SDSS J084237.13+254929.6,130.65473,25.8249,571312,1.9056919999999997,21.8g
WISEA J084237.46+462845.6,130.65611,46.47929,451268,1.505268,23.0g
WISEA J084237.58+362353.7,130.65662,36.39829,532300,1.7755610000000002,21.8g
SDSS J084239.30+550406.9,130.66382,55.06847,324476,1.082335,21.6g
SDSS J084243.26+195027.8,130.68028999999999,19.841070000000002,786623,2.623891,21.1g
WISEA J084244.35+194735.5,130.68492,19.79308,313233,1.044832,22.3g
WISEA J084245.33+470548.9,130.68908000000002,47.09703,736060,2.455233,20.4g
SDSS J084245.87+470556.0,130.69115,47.098890000000004,562337,1.8757529999999998,21.8g
WISEA J084246.92+162009.9,130.6955,16.33611,414323,1.382033,22.0g
WISEA J084247.65+452315.8,130.69866000000002,45.38775,396147,1.321403,22.0g
WISEA J084249.41+570525.8,130.70557,57.090630000000004,588118,1.96175,21.7g
WISEA J084253.79+501056.4,130.72406999999998,50.182159999999996,674783,2.250832,21.4g
WISEA J084256.80+474957.2,130.73628,47.8324,2073446,6.91627,22.8g
SDSS J084257.16+304251.9,130.73818,30.71442,675483,2.253168,21.8g
WISEA J084301.85+453734.6,130.75787,45.62634,388110,1.2945950000000002,21.6g
WISEA J084307.93+443138.2,130.78313,44.52729,1898679,6.333309,23.1g
WISEA J084308.64+404712.5,130.78597,40.786809999999996,370910,1.237223,22.6g
WISEA J084308.86+512500.9,130.78696000000002,51.41686,324571,1.082653,23.6g
WISEA J084308.86+430324.5,130.78703000000002,43.05663,497771,1.660384,20.9g
WISEA J084309.90+490336.5,130.79111,49.06017,604988,2.018022,21.9g
WISEA J084310.73+475130.5,130.79494,47.85842,2073056,6.914969,21.2g
WISEA J084311.87+454915.6,130.79939,45.82112,385408,1.285583,22.5g
WISEA J084312.34+495420.6,130.80137,49.905590000000004,1643327,5.481548,21.5g
SDSS J084319.90+191628.8,130.83296,19.27467,927583,3.0940830000000004,22.0g
WISEA J084321.01+053338.6,130.83754,5.56076,454134,1.5148270000000001,23.5g
SDSS J084324.29+460217.8,130.8513,46.03828,521199,1.738534,22.1g
SDSS J084325.66+490329.5,130.85699,49.05823,2045703,6.82373,23.4g
SDSS J084326.60+464749.8,130.86087,46.79722,439794,1.466995,21.4g
WISEA J084331.95+410950.1,130.88323,41.16397,1927494,6.429426,21.8g
SDSS J084334.71+153346.2,130.89467,15.56284,654411,2.182881,22.7g
WISEA J084334.91+535023.7,130.89546,53.84012,383437,1.279007,23.6g
WISEA J084335.33+080028.4,130.89758999999998,8.00807,455137,1.518173,21.6g
WISEA J084335.96+535204.9,130.8998,53.868030000000005,481239,1.60524,21.5g
SDSS J084338.11+565731.2,130.90882,56.95868000000001,454389,1.51568,23.1g
SDSS J084339.11+470037.9,130.91297,47.01055,502124,1.6749040000000002,22.1g
SDSS J084341.89+534617.0,130.92463,53.77149,587504,1.959702,21.0g
WISEA J084342.15+504611.5,130.92571999999998,50.76982,1607954,5.363558,22.1g
SDSS J084344.37+523425.9,130.93492,52.573890000000006,763282,2.546034,21.8g
WISEA J084345.75+563319.4,130.94045,56.555369999999996,311155,1.037902,25.2g
WISEA J084347.74+561036.0,130.94905,56.17678000000001,301476,1.005615,21.9g
WISEA J084348.69+311153.0,130.95293999999998,31.198040000000002,1323566,4.414942,22.6g
SDSS J084348.77+534409.6,130.95324,53.73603000000001,499236,1.665273,21.8g
SDSS J084348.85+474458.1,130.95358000000002,47.74949,353907,1.180505,21.3g
WISEA J084352.75+161617.7,130.96976999999998,16.271729999999998,397586,1.3262040000000002,22.6g
SDSS J084353.10+515641.5,130.97127,51.94488,390977,1.304158,21.9g
SDSS J084355.19+021544.4,130.98004,2.26231,547181,1.8251990000000002,21.7g
WISEA J084356.91+531835.1,130.98703,53.309819999999995,381788,1.273507,21.7g
SDSS J084358.63+033950.4,130.99431,3.6640099999999998,710943,2.371451,20.8g
WISEA J084359.18+132251.2,130.99675,13.38114,379835,1.2669920000000001,22.5g
WISEA J084400.70+551828.2,131.00279,55.307869999999994,410943,1.370757,22.5g
WISEA J084401.19+511357.7,131.00515,51.232479999999995,341369,1.138683,23.2g
WISEA J084401.73+455620.1,131.0072,45.93905,351441,1.17228,21.2g
SDSS J084403.68+440833.6,131.01543,44.14262,384786,1.283508,21.8g
WISEA J084404.27+535252.3,131.01758,53.88109,325909,1.087114,20.9g
WISEA J084404.54+444933.5,131.01886000000002,44.8259,517142,1.725,23.00
WISEA J084405.11+484219.4,131.02098999999998,48.70534,314339,1.0485209999999998,24.2g
WISEA J084408.32+505107.7,131.03463,50.85221,1926426,6.425865,21.6g
WISEA J084408.78+523839.3,131.03655,52.6442,343748,1.146621,21.8g
WISEA J084408.85+460647.7,131.03679,46.1132,305384,1.0186520000000001,22.5g
WISEA J084410.04+455333.7,131.04183,45.892759999999996,377251,1.2583739999999999,21.9g
WISEA J084410.20+083915.3,131.04246,8.65426,576426,1.9227490000000003,22.9g
WISEA J084411.05+060526.1,131.0462,6.09053,380058,1.2677379999999998,22.2g
WISEA J084410.99+555642.7,131.04623999999998,55.945330000000006,547911,1.827635,21.1g
WISEA J084411.19+042545.2,131.04667,4.42906,705287,2.352583,20.7g
SDSS J084411.46+133254.4,131.04778000000002,13.54848,384074,1.281132,22.6g
WISEA J084411.50+544323.9,131.04795,54.72326999999999,1098099,3.6628629999999998,21.9g
WISEA J084411.92+513945.2,131.04953999999998,51.66265,427736,1.426774,22.7g
WISEA J084413.35+193627.1,131.05556,19.60759,592230,1.975468,19.8g
WISEA J084413.46+420201.4,131.05604,42.0337,943550,3.147344,22.3g
SDSS J084413.99+480241.9,131.05838,48.04501,683561,2.280113,21.9g
WISEA J084414.09+563109.9,131.05872,56.51923000000001,1265198,4.2202459999999995,21.8g
WISEA J084414.94+443852.8,131.06223,44.64785,400223,1.335,21.21
SDSS J084415.89+553507.0,131.06622,55.585319999999996,515440,1.719324,21.6g
2MASS J08441582+4143074,131.06627,41.71881,617308,2.059116,15.4g
SDSS J084417.08+591521.7,131.07127,59.25597,763454,2.546609,21.8g
WISEA J084419.35+345848.0,131.08058,34.980090000000004,658424,2.1962650000000004,21.2g
WISEA J084420.19+573440.8,131.08395,57.57832,374768,1.25009,21.7g
WISEA J084421.45+525620.9,131.08925,52.93915,448831,1.4971379999999999,22.5g
WISEA J084421.69+361147.4,131.09042,36.19654,2022672,6.746908,22.3g
WISEA J084421.84+425732.8,131.09111000000001,42.95902,338718,1.12984,22.3g
SDSS J084421.89+451001.9,131.09124,45.16722,424741,1.416784,21.7g
SDSS J084423.65+175415.1,131.09857,17.904220000000002,381864,1.273762,21.3g
WISEA J084423.84+004444.9,131.09944,0.74583,708836,2.364421,20.9g
SDSS J084424.25+124546.6,131.10103999999998,12.762939999999999,388615,1.2962799999999999,18.4g
SDSS J084424.51+545233.9,131.10218,54.87614,801785,2.674466,21.4g
SDSS J084425.60+430751.2,131.10716000000002,43.131190000000004,350278,1.168401,21.8g
WISEA J084426.63+291129.8,131.11102,29.191670000000002,2095421,6.989571000000001,21.5g
WISEA J084426.96+302112.8,131.11237,30.3535,398812,1.330292,22.9g
WISEA J084427.64+334933.3,131.1149,33.82609,752399,2.509731,20.9g
WISEA J084427.80+533903.4,131.11616,53.650859999999994,378490,1.262505,22.4g
WISEA J084430.06+473027.6,131.12521,47.507659999999994,316929,1.0571620000000002,22.3g
WISEA J084432.49+301702.3,131.13533,30.28398,1293278,4.313912,22.3g
WISEA J084433.54+480651.6,131.13967,48.11438,385806,1.286909,22.4g
SDSS J084436.12+170722.6,131.15052,17.122970000000002,675250,2.25239,21.5g
WISEA J084438.52+312627.9,131.1605,31.44114,1757061,5.860924,21.6g
WISEA J084438.99+191632.6,131.16248000000002,19.27574,640692,2.137117,22.2g
SDSS J084439.01+541921.9,131.16255,54.32277,493389,1.6457680000000001,22.0g
WISEA J084440.68+522540.4,131.16926999999998,52.42796,1734203,5.7846779999999995,20.0g
SDSS J084442.99+443333.4,131.17914,44.559290000000004,879891,2.935,21.1g
SDSS J084445.65+444436.0,131.19023,44.743359999999996,613601,2.046752,21.8g
WISEA J084446.35+471357.5,131.19304,47.23265,320277,1.06833,21.6g
WISEA J084447.68+463804.0,131.19848000000002,46.63435,338134,1.127894,21.0g
WISEA J084451.73+441744.6,131.21551000000002,44.29573,2091945,6.977977,22.0g
WISEA J084457.43+004933.6,131.2393,0.82635,677621,2.2603009999999997,21.0g
WISEA J084457.78+455535.3,131.24068,45.926390000000005,1712151,5.711119,23.1g
WISEA J084500.30+513427.8,131.25126,51.57439,410548,1.369442,22.1g
WISEA J084502.86-004251.6,131.26193,-0.71436,637059,2.125,18.3r
WISEA J084506.03+444041.3,131.27505,44.67821,505150,1.685,20.8r
SDSS J084509.75+334824.6,131.29066,33.80685,827824,2.761323,22.1g
WISEA J084510.26+505731.6,131.29278,50.95877,431206,1.4383489999999999,23.1g
WISEA J084511.44+572638.0,131.2976,57.443819999999995,450574,1.502953,22.5g
WISEA J084511.87+554318.6,131.29944,55.72178,1242070,4.143098,22.4g
SDSS J084511.85+425849.4,131.30004,42.9803,500171,1.66839,20.8g
WISEA J084512.48+482015.8,131.30202,48.33784,646149,2.155321,23.2g
WISEA J084514.35+424708.7,131.3099,42.7859,1975593,6.589869,22.2g
SDSS J084517.45+521803.6,131.32273,52.30103,391051,1.304405,21.3g
WISEA J084521.32+484254.7,131.3393,48.7151,649328,2.165924,22.8g
WISEA J084523.48+440735.1,131.34779,44.12637,325774,1.086666,20.9g
SDSS J084524.24+393403.5,131.35105,39.567679999999996,718476,2.396577,21.3g
SDSS J084524.61+573411.6,131.35263999999998,57.569919999999996,416305,1.388644,22.9g
SDSS J084525.47+441749.2,131.35615,44.29701,939849,3.135,21.3g
WISEA J084529.96+005641.2,131.37493999999998,0.9443600000000001,860506,2.8703369999999997,21.6g
WISEA J084532.05+355018.7,131.3836,35.83858,2096878,6.994431,22.2g
WISEA J084532.92+471745.4,131.38733,47.296079999999996,373585,1.2461440000000001,21.3g
SDSS J084533.54+540454.5,131.38976,54.08181,764524,2.550176,21.9g
WISEA J084534.63+222317.4,131.39441000000002,22.38809,1601850,5.343197,21.9g
WISEA J084534.84+380434.7,131.39542,38.07601,750201,2.5024,20.9g
WISEA J084535.28+003039.3,131.39698,0.51084,310917,1.037108,21.1g
WISEA J084537.85+535016.4,131.40756000000002,53.83784,2092834,6.980942999999999,22.1g
SDSS J084538.68+521102.5,131.4112,52.18404,394876,1.317165,21.8g
WISEA J084541.05+395137.5,131.42106,39.86037,306336,1.021827,22.7g
WISEA J084541.15+205742.0,131.42141,20.96176,320924,1.070486,22.2g
SDSS J084544.26+540934.3,131.43443,54.15954,509807,1.700533,21.6g
WISEA J084545.30+445239.3,131.43866,44.87755,395745,1.320064,21.6g
SDSS J084545.64+013601.9,131.44017,1.60056,488285,1.628742,21.0g
WISEA J084551.77+432235.4,131.46583,43.37627,371470,1.2390889999999999,23.3g
WISEA J084552.08+485017.8,131.46665,48.838359999999994,585675,1.953601,22.6g
SDSS J084554.77+204410.6,131.47823,20.73631,657091,2.191818,22.0g
SDSS J084558.16+541141.9,131.49237,54.19498000000001,586083,1.9549619999999999,21.4g
SDSS J084558.80+045225.7,131.49501999999998,4.87381,667613,2.226916,21.7g
WISEA J084601.21+455557.0,131.50477,45.93262,534313,1.782275,21.6g
SDSS J084603.42+464941.9,131.51428,46.828309999999995,316934,1.057177,22.0g
SDSS J084603.48+554706.5,131.51456000000002,55.78511999999999,631044,2.104936,21.5g
WISEA J084605.63+531155.9,131.5236,53.198919999999994,1064457,3.550645,21.5g
WISEA J084606.17+530203.1,131.52548000000002,53.03416,337307,1.1251360000000001,21.6g
SDSS J084606.46+482424.4,131.52692,48.40682,433885,1.447283,22.0g
SDSS J084608.32+024134.7,131.53471000000002,2.69297,549938,1.834395,21.4g
WISEA J084608.40+303036.1,131.53521,30.509790000000002,424493,1.415956,21.9g
WISEA J084613.99+342632.7,131.5585,34.44262,1227898,4.095825,22.2g
WISEA J084614.67+460020.5,131.56146999999999,46.00569,704070,2.348523,21.9g
WISEA J084616.47+092156.2,131.56864,9.36566,1964779,6.553796000000001,21.6g
WISEA J084619.88+565702.7,131.58258,56.95073000000001,1717994,5.730611,22.2g
WISEA J084622.69+444641.8,131.59488000000002,44.778,559717,1.867014,21.1g
WISEA J084623.39+455823.6,131.59732,45.97314,424581,1.41625,20.4g
SDSS J084628.45+123334.9,131.61855,12.5597,841128,2.8057,21.5g
WISEA J084628.57+341156.8,131.61906000000002,34.19925,1814284,6.0518,21.7g
SDSS J084633.44+431557.4,131.63939,43.26595,1563077,5.213863,21.6g
SDSS J084634.06+222640.7,131.64197,22.44466,362269,1.2084,22.2g
SDSS J084634.50+501718.8,131.64376000000001,50.288579999999996,428734,1.4301030000000001,17.3g
WISEA J084645.72+305214.5,131.69055,30.87064,474625,1.583177,22.5g
WISEA J084645.97+535550.9,131.6918,53.931090000000005,590351,1.9692,22.0g
WISEA J084647.19+563707.4,131.69677,56.618730000000006,345276,1.151716,23.3g
WISEA J084647.94+561715.5,131.6997,56.28767,302975,1.010615,21.7g
WISEA J084648.32+133826.2,131.7014,13.64064,1141213,3.806675,21.8g
SDSS J084649.57+533414.4,131.70655,53.57069,579518,1.9330650000000003,21.4g
SDSS J084651.56+344636.0,131.71486000000002,34.77667,334269,1.115,19.8g
WISEA J084651.72+410647.0,131.71573999999998,41.11313,539606,1.7999330000000002,22.0g
SDSS J084655.05+032646.6,131.72941,3.4463,701913,2.3413310000000003,22.0g
SDSS J084655.06+175315.3,131.7295,17.887629999999998,916884,3.058395,21.7g
WISEA J084702.16+504114.6,131.75891000000001,50.68741,466279,1.5553379999999999,24.5g
SDSS J084703.35+321807.6,131.764,32.30211,726355,2.42286,19.7g
WISEA J084704.20+590657.7,131.76755,59.116,367115,1.2245629999999998,21.5g
WISEA J084709.98+520636.1,131.79172,52.11027,462067,1.54129,24.6g
SDSS J084711.28+233319.0,131.79703,23.5553,742172,2.475618,21.6g
WISEA J084714.17+254642.2,131.80908,25.7784,1594144,5.317492,19.6g
WISEA J084715.40+455323.8,131.81417,45.889990000000004,1203264,4.013656,21.4g
WISEA J084716.23+374419.4,131.8177,37.73871,1767818,5.8968050000000005,21.7g
SDSS J084716.74+254223.2,131.81978999999998,25.70647,444543,1.4828350000000001,19.6g
WISEA J084718.43+172142.2,131.82678,17.361710000000002,346559,1.155996,21.3g
WISEA J084718.95+240822.4,131.82885,24.13959,426262,1.421858,23.6g
WISEA J084721.37+370634.0,131.83915,37.109390000000005,1679750,5.603043,22.1g
WISEA J084721.98+150450.1,131.84155,15.0806,983307,3.279958,21.8g
WISEA J084722.05+491348.7,131.84179,49.23037,468924,1.564163,23.5g
WISEA J084722.29+435312.1,131.84295,43.88663,1192217,3.976807,22.9g
SDSS J084723.07+260823.0,131.84616,26.13973,738289,2.4626669999999997,22.0g
SDSS J084726.33+472757.6,131.85979,47.46608,302037,1.007488,22.0g
WISEA J084728.39+022243.2,131.8684,2.37874,387860,1.29376,22.4g
WISEA J084729.46+435738.7,131.87295,43.96089,2000678,6.673544000000001,22.8g
WISEA J084730.07+452859.7,131.87532,45.48337,417123,1.391371,23.0g
SDSS J084730.67+401051.6,131.87781,40.18103,657017,2.1915709999999997,22.1g
SDSS J084732.79+141930.7,131.88668,14.32519,414814,1.383672,21.1g
WISEA J084733.02+514714.5,131.88807,51.78734,482092,1.608084,21.7g
WISEA J084733.61+473543.5,131.89036000000002,47.5955,457342,1.5255299999999998,21.2g
SDSS J084734.38+533329.5,131.89331,53.558119999999995,651441,2.172973,21.4g
WISEA J084734.74+540925.7,131.8948,54.15715,431738,1.440123,21.9g
WISEA J084734.86+400653.0,131.89525,40.114709999999995,304386,1.015323,21.1g
WISEA J084738.72+461927.2,131.91154,46.324259999999995,517461,1.726064,21.8g
WISEA J084741.15+483327.5,131.92154,48.55765,595098,1.985032,23.2g
SDSS J084741.35-003833.2,131.92231999999998,-0.64257,1299654,4.335177,21.1g
WISEA J084742.04+205839.2,131.92495,20.97743,675048,2.251718,21.7g
WISEA J084742.23+453717.8,131.92602,45.621590000000005,396948,1.324075,22.6g
WISEA J084745.37+543810.9,131.9393,54.636540000000004,1516027,5.056921,21.6g
SDSS J084748.77+333703.4,131.95322,33.61762,922399,3.0767900000000004,18.2g
WISEA J084754.85+480312.7,131.97829,48.0532,703432,2.346397,20.8g
WISEA J084755.75+443811.9,131.98235,44.63645,539226,1.798664,22.2g
WISEA J084757.83+432811.0,131.99093,43.46983,1776411,5.925467,23.0g
WISEA J084758.68+453509.0,131.99447,45.58587,511109,1.704877,23.3g
WISEA J084803.09+560052.0,132.0128,56.01439,359364,1.19871,22.5g
WISEA J084804.50+492923.0,132.01905,49.48969,388561,1.296101,22.4g
WISEA J084806.77+554524.8,132.02823,55.75688,430967,1.43755,23.4g
WISEA J084806.91+445653.0,132.02877,44.948029999999996,1677703,5.596215,22.8g
WISEA J084808.28+550800.0,132.03454,55.13332,463819,1.547135,23.1g
SDSS J084809.10+542142.5,132.03793000000002,54.36181,417786,1.393585,23.5g
WISEA J084809.77+030828.0,132.0408,3.14099,398551,1.3294219999999999,22.2g
WISEA J084809.87+480047.2,132.04121999999998,48.013290000000005,382503,1.275893,23.8g
SDSS J084810.18+524904.5,132.04243,52.81794,507764,1.693718,21.9g
WISEA J084811.15+520511.0,132.04666,52.08634,381586,1.272834,23.8g
WISEA J084814.19+552645.9,132.05916000000002,55.44607,550891,1.8375740000000003,22.1g
WISEA J084815.82+544351.1,132.06595,54.730990000000006,1294947,4.319477,21.9g
SDSS J084816.04+095704.8,132.06691,9.951369999999999,407282,1.3585459999999998,22.0g
WISEA J084817.71-002225.9,132.07383000000002,-0.37383,616074,2.055,21.3g
WISEA J084820.26+552158.9,132.08478,55.36614,545999,1.8212580000000003,22.2g
SDSS J084820.42+382906.9,132.08512,38.48527,2098437,6.999630000000001,22.7g
WISEA J084821.90+260849.6,132.09121000000002,26.14722,760778,2.5376830000000004,21.1g
WISEA J084822.74+495613.0,132.09488000000002,49.937020000000004,313507,1.0457459999999998,23.0g
WISEA J084823.16+070512.4,132.09655,7.08683,397754,1.326765,21.5g
SDSS J084824.07+445854.1,132.10057,44.98165,402322,1.342,23.9B
WISEA J084824.20+454907.1,132.10072,45.818509999999996,1230725,4.105256,22.4g
WISEA J084825.27+444809.5,132.10525,44.80267,395726,1.32,21.5B
SDSS J084826.56+221836.8,132.11068,22.31024,802912,2.678225,21.6g
WISEA J084833.35+364705.3,132.13915,36.784909999999996,435517,1.452728,22.3g
WISEA J084833.53-001829.3,132.13975,-0.30817,393580,1.312843,21.8g
WISEA J084838.60+005834.9,132.1607,0.97631,598846,1.997536,21.2g
SDSS J084841.44+151525.8,132.17271000000002,15.2572,1178318,3.930444,20.9g
WISEA J084843.39+531157.5,132.18063999999998,53.19936,311743,1.039863,23.3g
WISEA J084843.64+420336.2,132.18188999999998,42.059909999999995,703421,2.34636,21.8g
SDSS J084844.19+084938.7,132.18416000000002,8.82745,382657,1.276406,22.2g
WISEA J084845.56+051319.2,132.18997,5.22191,911804,3.041451,22.3g
SDSS J084845.92+472155.6,132.19135,47.36546,360172,1.2014049999999998,22.2g
WISEA J084846.15+514557.1,132.19227,51.76579,497603,1.6598259999999998,22.4g
WISEA J084846.29+521700.9,132.19259,52.283640000000005,358573,1.1960709999999999,23.1g
WISEA J084846.34+445724.0,132.19323,44.95669,1494313,4.9844919999999995,21.2g
SDSS J084847.10+482352.7,132.19628,48.39799,589861,1.9675630000000002,21.6g
WISEA J084847.49+284858.7,132.19789,28.816359999999996,1663156,5.547689,22.0g
WISEA J084851.77+183801.2,132.21576000000002,18.63385,320046,1.067558,21.7g
WISEA J084854.49+445150.1,132.22691,44.86395,310285,1.035,21.2g
WISEA J084855.22+473957.6,132.23033999999998,47.66598,351916,1.173866,21.8g
SDSS J084856.38+494135.1,132.23495,49.693090000000005,401407,1.338948,21.3g
WISEA J084858.58+472439.0,132.24408,47.41086,494105,1.6481569999999999,25.5g
WISEA J084900.55+474329.8,132.25233,47.7247,307694,1.026358,21.0g
SDSS J084901.21+540317.9,132.25507,54.05505,345393,1.152107,22.6g
SDSS J084901.98+453702.5,132.25829,45.61738,522116,1.7415900000000002,21.1g
WISEA J084902.85+445706.1,132.26226,44.95179,533631,1.78,23.8B
WISEA J084903.71+505010.7,132.26549,50.83631,674285,2.249171,23.3g
SDSS J084904.41+562234.9,132.26841000000002,56.376380000000005,402375,1.342177,21.7g
WISEA J084905.95+390151.1,132.27463,39.03091,1311473,4.374604,21.3g
WISEA J084906.32+450110.0,132.27626999999998,45.019290000000005,381336,1.272,24.8B
WISEA J084908.98+471751.3,132.28746999999998,47.29755,397431,1.325687,21.4g
WISEA J084909.67+385202.5,132.29037,38.86732,376711,1.256573,21.8g
WISEA J084911.16+444139.8,132.29667,44.6945,1453576,4.848607,22.9g
WISEA J084914.69+454656.0,132.31132,45.782140000000005,309991,1.034019,23.1g
SDSS J084914.99+542344.3,132.31253,54.39581,673199,2.245549,22.0g
WISEA J084916.14+234057.8,132.31717,23.68267,773735,2.580902,20.6g
WISEA J084917.42+302247.8,132.32265,30.38,358779,1.196757,20.3g
SDSS J084918.03+503614.0,132.32513,50.6039,1736797,5.793332,22.0g
SDSS J084918.43+480507.4,132.32683,48.0854,515989,1.721153,21.6g
WISEA J084922.70+284845.8,132.34458999999998,28.812820000000002,1674903,5.586873000000001,21.4g
SDSS J084923.25+445250.3,132.34688,44.8807,652648,2.177,19.2R
WISEA J084924.81+562519.0,132.35315,56.421980000000005,494511,1.649511,21.6g
WISEA J084925.33+545457.6,132.35542,54.91604,387583,1.2928389999999998,22.0g
